code_vente;date_vente;nom_de_la_piece;quantite;prix_unitaire_de_vente;prix_total_de_vente
;;FILTRE A AIR L/C (61030);1;15;15
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;COLLE HERMETIC TUBE;1;4;4
;;RETIEN D'HUILE 1RZ;1;5;5
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;17/10/2022;BATTERIE 70 AMP;1;75;75
;;BATTERIE 70 AMP;1;75;75
;;BATTERIE 70 AMP;1;75;75
;;COUPELLES D'EMBRAYAGE SUPERIEUR SEIKEN ORG;1;10;10
;;CARBURATEUR SUZUKI G13;1;180;180
;;CARBURATEUR SUZUKI G13;1;180;180
;;CARBURATEUR SUZUKI G13;1;180;180
;;SEGMENTS TP 5AF;1;50;50
;;HUILE CITROL SAE 40 1L;12;4,83;57,96
;;HUILE CALTEX HAVOLINE 4L;6;21;126
;;HUILE CALTEX HAVOLINE 4L;6;21;126
;;HUILE CALTEX HAVOLINE 4L;6;21;126
;;HUILE CALTEX HAVOLINE 4L;6;21;126
;;BOUGIE IRIDIUM OKO (1PCS);4;10;40
;18/10/2022;FILTRE A HUILE FUSO ORD;1;15;15
;;FILTRE A HUILE FUSO ORD;1;15;15
;;HUILE CITROL SAE 40 5L;1;10;10
;;RETIEN D'HUILE 1RZ;1;5;5
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;AMORTISSEUR AV L/C AM E3375;1;20;20
;;AMORTISSEUR AV PROBOX S333258F;1;25;25
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;19/10/2022;HUILE CITROL SAE 40 1L;2;2,5;5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;JOINT DE CULASSE 1HZ L/C  METAL;1;25;25
;;PNEU 175/70 R13 CIKUMI;1;38;38
;;BATTERIE 70 AMP;1;95;95
;;BATTERIE 70 AMP;1;95;95
;;BATTERIE 45 AMP;1;65;65
;20/10/2022;HUILE DE FREIN ORDINAIRE;24;0,7;16,8
;;AMORTISSEUR AV L/C AM E3375;2;20;40
;;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;;COUPELLES D'EMBRAYAGE INFERIEUR SEIKEN ORG;1;5;5
;;HUILE CALTEX HAVOLINE 4L;1;20;20
;;FILTRE A HUILE VANETTE;1;3;3
;;DISQUE D'EMBRAYAGE L/C, DYNA 14B;1;30;30
;21/10/2022;HUILE CITROL SAE 40 5L;6;9,66;57,96
;;POMPE A ESSENCE 3Y;1;25;25
;;POMPE A ESSENCE 3Y;1;25;25
;;POMPE A ESSENCE 3Y;1;25;25
;;COUSSINETS BIELLE 1RZ STD;1;20;20
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;COLLE SILICONE TUBE;1;5;5
;;COLLE SILICONE TUBE;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;5
;;AMBOUS COROLLA/CARINA;2;7;14
;;PNEU 185 R14 VANETTE;2;70;140
;22/10/2022;FILTRE A HUILE FUSO 6D22(PAPIER);1;21;21
;;BATTERIE 50 AMP;1;75;75
;;BATTERIE 50 AMP;1;75;75
;;RETIEN D'HUILE 1RZ;1;5;5
;;HUILE DE FREIN ORDINAIRE;24;0,7;16,8
;;HUILE DE FREIN ORDINAIRE;24;0,7;16,8
;;PNEU 750 R16 L/C ;2;170;340
;;PNEU 750 R16 L/C ;2;170;340
;;BATTERIE 50 AMP;1;75;75
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;JOINT DE CULASSE F8;1;5;5
;;FILTRE A HUILE VANETTE;1;3;3
;;COLLE SILICONE TUBE;1;3;3
;24/10/2022;BATTERIE 70 AMP;1;95;95
;;BATTERIE 70 AMP;1;95;95
;;BATTERIE 70 AMP;1;95;95
;;PLAQUETTE CARINA/RAV4 (394K);1;10;10
;;HUILE HYDRAULIC 1L;2;2,5;5
;;HUILE HYDRAULIC 1L;2;2,5;5
;;SEGMENTS TP 5AF;1;55;55
;;COUSSINETS BIELLE 5AF;1;15;15
;;RETIEN D'HUILE 5AF;1;5;5
;;COLLE SILICONE TUBE;1;2,5;2,5
;;COLLE SILICONE TUBE;1;2,5;2,5
;;PNEU 175/70 R13 CIKUMI;4;38;152
;25/10/2022;HUILE CALTEX HAVOLINE 1L;12;4,16;49,92
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;BOURRAGES VILBREQUIN AV 1RZ;1;4;4
;;BOURRAGES VILBREQUIN AV 1RZ;1;4;4
;;COLLE HERMETIC TUBE;1;4;4
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;PHARE ROND 12V L/C STAUT;1;10;10
;26/10/2022;AMORTISSEUR AV L/C AM E3375;2;30;60
;;AMORTISSEUR AV L/C AM E3375;2;30;60
;;AMORTISSEUR AV L/C AM E3375;2;30;60
;;AMORTISSEUR AV L/C AM E3375;2;30;60
;28/10/2022;POMPE A ESSENCE RIKA (PTS);1;14;14
;;FILTRE A HUILE FUSO ORD;1;15;15
;;FILTRE A HUILE FUSO ORD;1;15;15
;;BATTERIE 50 AMP;1;75;75
;;SEGMENTS ORG 3Y;1;85;85
;;SEGMENTS ORG 3Y;1;85;85
;;SEGMENTS ORG 3Y;1;85;85
;;JOINT DE CULASSE 5AF;1;5;5
;;JOINT DE CULASSE 5AF;1;5;5
;;JOINT DE CULASSE 5AF;1;5;5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;31/10/2022;TRIANGLE SUPERIEURS HIACE GAUCHE (L);1;50;50
;;TRIANGLE SUPERIEURS HIACE GAUCHE (L);1;50;50
;;TRIANGLE SUPERIEURS HIACE GAUCHE (L);1;50;50
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;01/11/2022;BATTERIE 70 AMP;1;90;90
;;BATTERIE 70 AMP;1;2,5;2,5
;;TETE DE TRANSMISSION 23 DENTS;1;23;23
;;TETE DE TRANSMISSION 23 DENTS;1;23;23
;;BATTERIE 50 AMP;1;75;75
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;AMORTISSEUR AV PROBOX S333258F;2;25;50
;02/11/2022;COUSSINETS BIELLE 1RZ STD;1;20;20
;;COUSSINETS BIELLE 1RZ STD;1;20;20
;;COUPELLES D'EMBAYAGE ORG SUPER;1;15;15
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;BATTERIE 50 AMP;1;75;75
;;BATTERIE 50 AMP;1;75;75
;;BATTERIE 50 AMP;1;75;75
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;5
;;COLLE SILICONE TUBE;1;3;3
;;COLLE SILICONE TUBE;1;3;3
;;COLLE SILICONE TUBE;1;3;3
;;COLLE SILICONE TUBE;1;3;3
;;COLLE SILICONE TUBE;1;3;3
;;COLLE SILICONE TUBE;1;3;3
;;COLLE SILICONE TUBE;1;3;3
;;COLLE SILICONE TUBE;1;2;2
;03/11/2022;PLATEAU HIACE;1;40;40
;;PLATEAU HIACE;1;40;40
;;HUILE CITROL SAE 140 1L;2;4;8
;;BATTERIE 70 AMP;1;95;95
;;BATTERIE 70 AMP;1;95;95
;;BATTERIE 70 AMP;1;95;95
;;BATTERIE 70 AMP;1;95;95
;;PNEU 175/70 R13 CIKUMI;1;38;38
;04/11/2022;PNEU 175/70 R13 CIKUMI;1;38;38
;;HUILE HYDRAULIC 1L;12;1,91;22,92
;;HUILE HYDRAULIC 1L;12;1,91;22,92
;;POMPE A ESSENCE RIKA (PTS);12;14;0
;;POMPE A ESSENCE RIKA (PTS);12;14;0
;;POMPE D'AMORSAGE 4C, HC4;1;25;25
;;COLLE SILICONE TUBE;2;2,5;5
;;COLLE SILICONE TUBE;2;2,5;5
;;COLLE SILICONE TUBE;2;2,5;5
;;BATTERIE 50 AMP;1;75;75
;05/11/2022;POMPE A ESSENCE RIKA (PTS);1;15;15
;;TETE DE TRANSMISSION 23 DENTS;2;12;24
;;ROTULE CENTRALE COROLLA;2;7;14
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;5
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;DISQUE D'EMBRAYAGE COROLLA (124);1;12;12
;07/11/2022;RETIEN D'HUILE 1RZ;1;5;5
;;PNEU 185/70 R13 LINGLONG;1;40;40
;;DISQUE D'EMBRAYAGE 5AF;1;19;19
;;DISQUE D'EMBRAYAGE 5AF;1;19;19
;;DISQUE D'EMBRAYAGE 5AF;1;19;19
;;JOINT DE CULASSE 5AF;1;5;5
;;POMPE A ESSENCE RIKA (PTS);1;13;13
;;HUILE CALTEX HAVOLINE 1L;12;4,16;49,92
;08/11/2022;HUILE CALTEX HAVOLINE 1L;12;4,16;49,92
;;FILTRE A AIR NISSAN (ROUGE);1;15;15
;09/11/2022;DECANTEUR FILTRE A GASOIL L/C;1;5;5
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;;POMPE A ESSENCE RIKA (PTS);1;14;0
;;POMPE A ESSENCE RIKA (PTS);1;14;0
;10/11/2022;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;22;44
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;22;44
;;GRAISSE SEAUX;1;35;35
;;GRAISSE SEAUX;1;35;35
;;PNEU 195 R15 HIACE;2;74;148
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;11/11/2022;JOINT DE CULASSE 1RZ ORD;1;5;5
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;COLLE HERMETIC TUBE;1;4;4
;;COLLE SILICONE TUBE;1;2;2
;;COUPELLES D'EMBRAYAGE INFERIEUR SEIKEN ORG;1;5;5
;12/11/2022;POMPE HYDRAULIQUE 5AF;1;130;130
;;KIT CYLINDRE EMBRAYAGE SUPER L/C;1;20;20
;;JOINT DE CULASSE F8;1;5;5
;;COLLE HERMETIC TUBE;1;4;4
;;COLLE SILICONE TUBE;1;3;3
;;COLLE SILICONE TUBE;1;3;3
;;BATTERIE 50 AMP;1;75;75
;14/11/2022;JOINT DE CULASSE 1RZ ORD;1;5;5
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;JOINT DE CULASSE F8;1;5;5
;;COLLE SILICONE TUBE;1;3;3
;;COLLE SILICONE TUBE;1;3;3
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;BATTERIE 50 AMP;1;65;65
;;HUILE CITROL SAE 90 1L;6;4,83;28,98
;;HUILE CITROL SAE 90 1L;6;4,83;28,98
;15/11/2022;COLLE SILICONE TUBE;1;2,5;2,5
;;COLLE SILICONE TUBE;1;2,5;2,5
;;COLLE SILICONE TUBE;1;2,5;2,5
;;HUILE CALTEX HAVOLINE 1L;12;4,16;49,92
;16/11/2022;GRAISSE SEAUX;1;35;35
;;GRAISSE SEAUX;1;35;35
;;BATTERIE 50 AMP;1;75;75
;17/11/2022;BATTERIE 50 AMP;1;75;75
;;BOUGIE IRIDIUM OKO (1PCS);2;20;40
;;POMPE A ESSENCE RIKA (PTS);1;13;13
;;HUILE HYDRAULIC 1L;1;2,5;2,5
;18/11/2022;POMPE A ESSENCE RIKA (PTS);1;13;13
;;POMPE A ESSENCE RIKA (PTS);1;13;13
;;POMPE A ESSENCE RIKA (PTS);1;13;13
;;POMPE A ESSENCE RIKA (PTS);1;13;13
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;22;44
;;PNEU 185/70 R13 LINGLONG;1;38;38
;;PNEU 185/70 R13 LINGLONG;1;38;38
;19/11/2022;PNEU 185/70 R13 LINGLONG;1;38;38
;;PNEU 185/70 R13 LINGLONG;1;38;38
;;PNEU 185/70 R13 LINGLONG;1;38;38
;;TETE DE TRANSMISSION 24 DENTS;1;12;12
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;0
;;RETIEN D'HUILE 1RZ;1;5;0
;21/11/2022;RETIEN D'HUILE 1RZ;1;5;0
;;COUSSINETS BIELLE 1RZ 0.25;1;20;20
;;COUSSINETS BIELLE 1RZ 0.25;1;20;20
;;COUSSINETS BIELLE 1RZ 0.25;1;20;20
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AV RAV4 AM ;2;15;30
;;AMORTISSEUR AV RAV4 AM ;2;15;30
;;AMORTISSEUR AV RAV4 AM ;2;15;30
;;AMORTISSEUR AV RAV4 AM ;2;15;30
;;AMORTISSEUR AV RAV4 AM ;2;15;30
;;AMORTISSEUR AV RAV4 AM ;2;15;30
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;HUILE HYDRAULIC 5L;5;2,6;13
;;HUILE HYDRAULIC 5L;5;2,6;13
;;HUILE HYDRAULIC 5L;5;2,6;13
;22/11/2022;SEGMENTS ORG 5AF;1;85;85
;;JOINT DE CULASSE 1RZ ORD;1;4;4
;;RETIEN D'HUILE 5AF;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;5
;;BATTERIE 50 AMP;1;75;75
;;FILTRE A HUILE SUZUKI;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;5
;23/11/2022;JOINT DE CULASSE 1RZ ORD;1;5;5
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;COLLE SILICONE TUBE;1;2;2
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;23;46
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;5
;;RETIEN D'HUILE 1RZ;1;5;5
;;PNEU 185 R14 VANETTE;1;70;70
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;22;22
;;PNEU 185 R14 VANETTE;1;70;70
;24/11/2022;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;PNEU 175/70 R13 CIKUMI;1;38;38
;;PNEU 175/70 R13 CIKUMI;1;38;38
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;22,5;45
;25/11/2022;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;22,5;45
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;22,5;45
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;2;22,5;45
;;HUILE CITROL SAE 40 5L;6;9,5;57
;;HUILE CITROL SAE 40 1L;12;4,75;57
;;HUILE CITROL SAE 40 1L;12;4,75;57
;;HUILE CITROL SAE 40 1L;12;4,75;57
;;HUILE CITROL SAE 40 1L;12;4,75;57
;;HUILE CITROL SAE 40 1L;12;4,75;57
;26/11/2022;PNEU 185 R14 VANETTE;1;70;70
;;RETIEN D'HUILE 5AF;1;5;5
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;;POMPE A ESSENCE RIKA (PTS);1;14;14
;;RETIEN D'HUILE 1RZ;1;5;5
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;28/11/2022;POMPE A ESSENCE RIKA (PTS);1;15;15
;;COLLE SILICONE TUBE;1;2,5;2,5
;;BOUGIE IRIDIUM OKO (1PCS);4;8,75;35
;;AMORTISSEUR AR RAV4 AM 343271;2;20;40
;;AMORTISSEUR AR RAV4 AM 343271;2;20;40
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;29/11/2022;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;BATTERIE 50 AMP;1;75;75
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;30/11/2022;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;BOURRAGES VILBREQUIN AV 1RZ;1;5;5
;;BOURRAGES VILBREQUIN AV 1RZ;1;5;5
;;BOURRAGES VILBREQUIN AV 1RZ;1;5;5
;;COLLE SILICONE TUBE;2;3;6
;;COLLE HERMETIC TUBE;1;4;4
;;COLLE HERMETIC TUBE;1;4;4
;;HUILE CITROL SAE 40 5L;2;10;20
;01/12/2022;AMORTISSEUR AR RAV4 AM 343272;2;20;0
;;AMORTISSEUR AR RAV4 AM 343272;2;20;0
;;AMORTISSEUR AR RAV4 AM 343272;2;20;0
;;AMORTISSEUR AR RAV4 AM 343272;2;20;0
;02/12/2022;HUILE HYDRAULIC 1L;6;1,92;0
;;COUSSINETS BIELLE 1KR;1;20;20
;;COLLE HERMETIC TUBE;1;4;4
;;COLLE SILICONE TUBE;2;2,5;5
;;PNEU 185 R14 VANETTE;2;65;130
;;PNEU 185 R14 VANETTE;2;65;130
;;AMORTISSEUR AR L/C AM E3375;2;22,5;45
;03/12/2022;AMORTISSEUR AR L/C AM E3375;2;22,5;45
;;AMORTISSEUR AR L/C AM E3375;2;22,5;45
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;HUILE HYDRAULIC 5L;1;10;10
;;PLATEAU FUSO 6D17;1;140;140
;;COUSSINETS BIELLE 1KR;1;20;20
;;PLAQUETTE COROLLA (113K);1;7;7
;;JOINT DE CULASSE 3RZ FE;1;10;10
;;COLLE HERMETIC TUBE;1;4;4
;05/12/2022;POMPE A ESSENCE RIKA (PTS);1;14;14
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;KIT JOINT MOTEUR 3RZ;1;30;30
;;TEMPON AMORTISSEUR AV COROLLA;2;10;20
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;COUSSINETS BIELLE 1RZ 0.100;1;20;20
;;FILTRE A HUILE FUSO ORD;1;15;15
;;POMPE D'AMORSAGE L/C 1HZ;1;15;15
;;PNEU 185/70 R13 LINGLONG;1;38;38
;;FILTRE A GASOIL FUSO;1;5;5
;;BATTERIE 45 AMP;1;65;65
;06/12/2022;BATTERIE 45 AMP;1;65;65
;;CREMAILLERE COROLLA;1;220;220
;;POMPE HYDRAULIQUE 5AF;1;120;120
;;POMPE A ESSENCE RIKA (PTS);1;13;13
;;AMORTISSEUR AV PROBOX S333258F;2;27,5;55
;;BOUGIE DENSO 16 CRAYON (4PCS);6;3;18
;;BOUGIE DENSO 16 CRAYON (4PCS);6;3;18
;07/12/2022;JOINT DE CULASSE 1RZ ORG;1;10;10
;;COLLE SILICONE TUBE;1;3;3
;;COUSSINETS BIELLE 1RZ 0.25;1;20;20
;;COUSSINETS BIELLE 1RZ 0.25;1;20;20
;;COUSSINETS BIELLE 1RZ 0.25;1;20;20
;;PNEU 185/70 R14 ;1;37;37
;;PNEU 185/70 R14 ;1;37;37
;08/12/2022;KIT JOINT MOTEUR 1RZ;1;25;25
;;KIT JOINT MOTEUR 1RZ;1;25;25
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;SEGMENTS ORG 3Y;1;110;110
;;COUSSINETS BIELLE 1RZ STD;1;15;15
;;COUSSINETS BIELLE 1RZ STD;1;15;15
;;COUSSINETS BIELLE 1RZ STD;1;15;15
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;09/12/2022;BATTERIE 50 AMP;1;75;75
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;AMORTISSEUR AV L/C AM E3375;4;25;100
;;HUILE HYDRAULIC 1L;1;23;23
;;HUILE HYDRAULIC 1L;1;23;23
;;COUPELLES D'EMBRAYAGE INFERIEUR CANTER BLANCS;1;5;5
;10/12/2022;COUSSINETS PALIER 1RZ 0.25;1;20;20
;;COUSSINETS PALIER 1RZ 0.25;1;20;20
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;23;23
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;12/12/2022;PNEU 750 R16 L/C ;1;175;175
;;COUPELLES D'EMBAYAGE SUPER 1RZ;1;4;4
;;COUPELLES D'EMBAYAGE SUPER 1RZ;1;4;4
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;AMORTISSEUR AV RAV4 AM ;2;30;60
;;AMORTISSEUR AV RAV4 AM ;2;30;60
;;PNEU 185 R14 VANETTE;4;65;260
;13/12/2022;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;BOUGIE DENSO W20 ORD (4PCS);4;3;12
;;BOUGIE DENSO W20 ORD (4PCS);4;3;12
;;BOUGIE DENSO W20 ORD (4PCS);4;3;12
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;COLLE SILICONE TUBE;1;2,5;2,5
;;DECANTEUR HIACE 1RZ;1;7;7
;;SEGMENTS ORG HIACE 1RZ;1;110;110
;;COUSSINETS BIELLE 1RZ STD;1;20;20
;14/12/2022;COLLE SILICONE TUBE;2;2,5;5
;;GRAISSE SEAUX;1;36;36
;;GRAISSE SEAUX;1;36;36
;;AMORTISSEUR AV CARINA/COROLLA/T.I./CIKUMI;2;15;30
;;COUSSINETS PALIER 1RZ STD;1;20;20
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;17/12/2022;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;22;22
;;AMORTISSEUR AR CARINA/COROLLA/T.I./CIKUMI;1;22;22
;;GRAISSE SEAUX;1;36;36
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;19/12/2022;AMORTISSEUR AV IPSUM 33/43/19/20;2;25;50
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;COUSSINETS PALIER 1RZ STD;1;20;20
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;RETROVISEUR DYNA PTS;1;8;8
;;COUPELLES D'EMBAYAGE ORG SUPER;1;10;10
;;COUPELLES D'EMBAYAGE ORG SUPER;1;10;10
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;20/12/2022;HUILE HYDRAULIC 1L;12;1;12
;;COLLE SILICONE TUBE;1;4;4
;;FILTRE A HUILE SUZUKI;1;2,5;2,5
;;FILTRE A HUILE SUZUKI;1;2,5;0
;;PNEU 825 R16 FUSO CAT;1;195;195
;;POMPE A HUILE 1RZ;1;100;100
;21/12/2022;PNEU 825 R16 FUSO CAT;1;195;195
;;KLAXON 12V;1;5;5
;;AMORTISSEUR AR SUZUKI;2;20;40
;;PNEU 750 R16 L/C ;1;195;195
;;PNEU 825 R16 FUSO CAT;1;195;195
;;BATTERIE 70 AMP;1;95;95
;22/12/2022;BATTERIE 70 AMP;1;95;95
;;BOUGIE DENSO W20 ORD (4PCS);4;3;12
;;HUILE CITROL SAE 140 5L;6;9,67;58,02
;;SEGMENTS TP 3Y;1;50;50
;;JOINT DE CULASSE F8;1;5;5
;;POMPE A ESSENCE RIKA (PTS);1;15;15
;;COUSSINETS PALIER 1RZ STD;1;20;20
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;RETROVISEUR DYNA PTS;1;8;8
;;COUPELLES D'EMBAYAGE ORG SUPER;1;10;10
;;COUPELLES D'EMBAYAGE ORG SUPER;1;10;10
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;20/12/2022;HUILE HYDRAULIC 1L;12;1;12
;;COLLE SILICONE TUBE;1;4;4
;;FILTRE A HUILE SUZUKI;1;2,5;2,5
;;FILTRE A HUILE SUZUKI;1;2,5;0
;;PNEU 825 R16 FUSO CAT;1;195;195
;;POMPE A HUILE 1RZ;1;100;100
;21/12/2022;PNEU 825 R16 FUSO CAT;1;195;195
;;KLAXON 12V;1;5;5
;;AMORTISSEUR AR SUZUKI;2;20;40
;;PNEU 750 R16 L/C ;1;195;195
;;PNEU 825 R16 FUSO CAT;1;195;195
;;BATTERIE 70 AMP;1;95;95
;22/12/2022;BATTERIE 70 AMP;1;95;95
;;BOUGIE DENSO W20 ORD (4PCS);4;3;12
;;HUILE CITROL SAE 140 5L;6;9,67;58,02
;;SEGMENTS TP 3Y;1;50;50
;;JOINT DE CULASSE F8;1;5;5
;24/12/2022;PNEU 825 R16 FUSO CAT;1;190;190
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;;JOINT DE CULASSE 1RZ ORG;1;10;10
;26/12/2022;JOINT DE CULASSE 1RZ ORG;1;10;10
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;BOUGIE DENSO 16 CRAYON (4PCS);4;3;12
;;PNEU 825 R16 FUSO CAT;2;190;380
;;COLLE HERMETIC TUBE;1;4;4
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;DECANTEUR FILTRE A GASOIL L/C;1;5;5
;27/12/2022;SEGMENTS ORG HIACE 1RZ;1;110;110
;;COUSSINETS BIELLE 1RZ 0.75;1;20;20
;;COUSSINETS PALIER 1RZ 0.75;1;20;20
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;COLLE HERMETIC TUBE;1;4;4
;;COLLE SILICONE TUBE;1;2,5;2,5
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;JOINT DE CULASSE 1RZ ORD;1;5;5
;;COUSSINETS PALIER 1RZ 0.25;1;20;20
;;COUSSINETS PALIER 1RZ 0.25;1;20;20
;;HUILE CITROL SAE 40 5L;1;10;10
;;KIT FREIN HLX 4 VOIES;1;70;70
;28/12/2022;VALVE PNEUS;25;0,34;8,5
;;SEGMENTS TP 4Y;1;65;65
;;SEGMENTS TP 4Y;1;65;65
;;SEGMENTS TP 4Y;1;65;65
;;SEGMENTS TP 4Y;1;65;65
